GivenName,Surname
Matthieu,Pitre
Leal,Chouinard
Laverne,Guay
Anaïs,Galarneau
Fletcher,LaGrande
Fifine,Begin
Burkett,Raymond
Senior,Rhéaume
Joseph,Breton
Bartlett,Deslauriers
Patience,Barteaux
Christine,Mainville
Caroline,Fréchette
Christabel,Lavallée
Archaimbau,Lanteigne
Chappell,Baron
Garland,Lizotte
Angelique,Flamand
Jesper,Lavoie
Michel,Daoust
Odette,Sabourin
Ambra,Pitre
Senapus,Brunelle
Quennel,Therriault
Millicent,Houle
Tristan,Benjamin
Armina,Cartier
Guy,Sorel
Mason,Paiement
Aimée,Gadbois
Elita,Perrault
Julien,Ricard
Arnaud,Édouard
Thérèse,Bisson
Angelette,Cinq-Mars
Brier,Chauvin
Amabella,Moreau
Rachelle,Tessier
Matilda,Charlesbois
Talbot,Baron
Avice,Bourdette
Sumner,Vertefeuille
Anouk,Tougas
Crescent,Dagenais
Armand,Leclerc
Loring,Boulé
Bevis,Salois
Laure,Cousteau
Hélène,Veilleux
Geoffrey,Chabot
Clémence,Durand
Apolline,Batard
Armina,Foucault
Didiane,Létourneau
Richard,Lamarre
Belisarda,Leblanc
Aimée,Primeau
Zurie,Alexandre
Vignette,Picard
Yvette,Lespérance
Ambra,Casgrain
Noémi,Aubin
Victor,Laberge
Liane,Daoust
Dominic,Beaujolie
Geoffrey,Ricard
Jesper,Courcelle
André,Bourassa
Somerville,Ayot
Ila,Coulombe
Peverell,Pirouet
Simone,Beauchemin
Sumner,Ailleboust
Lirienne,Cinq-Mars
Ignace,Auger
Fauna,L'Anglais
Belle,Croquetaigne
Onfroi,Paimboeuf
Thiery,Quessy
Lance,Chandonnet
Chappell,Labrie
Fusberta,Rancourt
Agnès,Lemelin
Courtland,Fortier
Zacharie,Primeau
Granville,Thériault
Daisi,Lécuyer
Alphonsine,Rochon
Iven,Arpin
Albertine,David
Valiant,Lafond
Natalie,Busque
Bradamate,Bossé
Dixie,Lamothe
Bayard,Majory
Suzette,Étoile
Maslin,Raymond
Pascaline,Boisclair
Ophelia,St-Jean
Anaïs,Thibault
Avenall,Thivierge
Emmeline,Rivière
Roxanne,Larivière
Édouard,Beauchamps
Delphine,Sirois
Archard,Dupont
Auda,Aubin
Hortense,Leroux
Delmare,Mercier
Patrick,Goguen
Gaetan,Latourelle
Blanchefle,Gaudreau
Eliot,Gaulin
Caroline,Croteau
Medoro,Bourque
Céline,Sevier
Angelique,Plouffe
Maurelle,Barrière
Telford,Chatigny
Laetitia,Laderoute
Bernadette,Beaulac
Henry,Champagne
Julien,Léveillé
Clarice,Cadieux
Josephe,Phaneuf
Bevis,Savard
Dielle,Ratté
Arlette,Bernard
Crescent,Charest
Hardouin,Méthot
Voleta,Beauchamp
Rachelle,Jolicoeur
Marc,Chaussée
Romaine,Soucy
Cerise,Laurent
Eloise,Senneville
Zoé,Mousseau
Nicolette,Rivard
Campbell,Beaudry
Varden,Duperré
Hedvige,Briard
Mercer,Dubois
Léon,Rivard
Mirabelle,Courcelle
Faustin,Perreault
Saber,Casgrain
Marlon,Bisaillon
Claude,Rousseau
Alphonse,Therriault
Dalmace,Louineaux
Royale,Varieur
Wyatt,Gour
Marguerite,"De La Ronde"
Campbell,L'Hiver
Orson,Metivier
Marthe,Berthelette
Pensee,Leduc
Barry,Thivierge
Gaetan,Chartré
Yvon,Lebrun
Troy,Lafrenière
Saber,Chouinard
Guillaume,Desjardins
Leala,Lamy
Porter,Roux
Leroy,Charlesbois
Tempeste,Croquetaigne
Vaden,Patenaude
Robert,Fremont
Nicole,Sirois
Dexter,St-Pierre
Sibyla,Brunault
Belisarda,Potvin
Bartlett,Beaujolie
Eleanor,Cotuand
Francis,Baril
Falerina,Monty
Sylvie,Sicard
Heloise,Blanc
Raina,Chartier
Brigliador,Aubé
Paulette,Mercier
Medoro,L'Hiver
France,Gauthier
Jolie,Pouchard
Azura,Clément
Agnès,Poissonnier
Langley,Busque
Lotye,Lesage
Chandler,Goguen
Karel,Robitaille
Pierre,Goddu
Wyatt,Lapierre
Benjamin,Lereau
Gaston,Coulombe
Gradasso,Alexandre
Ormazd,Massé
Annette,Brousse
Ila,Girard
Zara,Loiseau
Belda,Tisserand
Royce,Fugère
Eulalie,Chalifour
Julie,Fongemie
Matthieu,Cousteau
Laurette,Cormier
Favor,Leclair
Blondelle,Angélil
Legget,Desnoyer
Lucille,Bourgeau
Françoise,Marchesseault
Senapus,Landry
Jeannine,Routhier
Élise,Vaillancour
Anastasie,Dufour
Mireille,Lauzier
Bernadette,Covillon
Solaine,Boncoeur
Amitee,Royer
Ferragus,Dubois
Benjamin,LeBatelier
Landers,René
Azura,Bélanger
Christabel,Gaulin
Valentine,Abril
Pierpont,Ayot
Nicolas,Bousquet
Fleur,Chassé
Véronique,Larivière
Alice,Henrichon
Millicent,Loiselle
Vernon,DeGrasse
Vaden,Royer
Amélie,LaGarde
Fanchon,Patry
Christine,Leblanc
Julien,Sevier
Francis,Jalbert
Zara,Sanschagrin
Jeanette,Aupry
Viollette,Godin
Victoire,Rocheleau
Normand,"Des Meaux"
Lucas,Caya
Villette,Truchon
Jacques,Avare
Ignace,Caouette
Christiane,Bordeleau
Gabrielle,Artois
Fortun,Robillard
Thomas,Marier
Dreux,Verreau
Anne,Duffet
Laurence,Auberjonois
Carolos,Jodoin
Julienne,Ruest
Jacquenett,Deniger
Alexandre,Laprise
Eloise,Gaudreau
Nicole,Lavallée
Aubrey,Grivois
Brice,Avare
Léon,Carrière
Aloin,Devost
Luce,Henrichon
Ila,"Des Meaux"
Dalmace,Pelland
Solaine,Harquin
Rémy,Aupry
Peverell,Casgrain
Aiglentina,Dubois
Aimé,Vadnais
Tempeste,Bernard
Michel,Lambert
Monique,Deniger
Nicole,Hachée
Vivienne,Étoile
Fealty,St-Jean
Romain,Trépanier
Véronique,Vernadeau
Colette,Tétrault
Alfred,Rocheleau
Fauna,Bonami
Harcourt,Bureau
Vick,Ménard
Susanne,Dagenais
Marshall,Desrosiers
Sargent,Ailleboust
Ila,Sarrazin
Avent,Demers
Leal,Guédry
Thierry,Labrecque
René,Riel
Normand,Louis
Claudette,Sevier
Michel,Foucault
Eleanor,Turcotte
Jean,Parrot
Senior,Boivin
Julienne,Mathieu
Carolos,Labelle
Eulalie,Grimard
Gaetan,Rhéaume
Joséphine,Courcelle
Brice,Chassé
Georgette,Ruel
Laetitia,Piedalue
Aubert,Bouchard
Damiane,Barjavel
Élodie,Camus
Martine,Dennis
Benoît,Beaulé
Hugh,Petit
Arianne,Tremblay
William,Desruisseaux
Peverell,Austin
Troy,Massé
Tabor,Franchet
Agate,Gauvin
Lucille,Laliberté
Thierry,Adler
David,Beaulé
Bartlett,Bernard
Belisarda,Boncoeur
Villette,Gousse
Delphine,Veronneau
Prewitt,Briard
Laurent,Racine
Pierrette,Sabourin
Adrienne,Lespérance
Erembourg,Rocheleau
Théophile,Plante
Fanchon,Lebrun
Véronique,Patel
Scoville,Cartier
Bradamate,Vachon
Antoinette,Daviau
Fanchon,Desrosiers
Garland,Guérette
Chandler,Drouin
Amabella,Chesnay
Roslyn,Lacharité
Zacharie,Ruel
Clémence,Binet
Marie,Richard
Sébastien,Larocque
Mason,Brasseur
Pierrette,L'Angelier
Daniel,Cyr
Karlotta,Rancourt
Methena,Fouquet
Valentine,Lemaître
Victorine,Gauthier
Brie,Collin
Timothée,Bossé
Jacquenett,Mercier
Arthur,Lafond
Durandana,Pelletier
Colette,Dubé
Alfred,Audet
Lyle,Courtemanche
Sumner,Fecteau
Eugène,Deserres
Mignonette,Landry
Clarice,Senneville
Bevis,Charette
Alexandre,Lavallée
Mercer,Boisclair
Clarice,Bédard
Lotye,Cuillerier
Robinette,Goudreau
Raina,Desroches
Thérèse,Austin
Arno,Goudreau
Fleur,Gauthier
Thierry,Doyon
Orva,Lagueux
Adrien,Moreau
Olivier,Durand
Gay,Chenard
Charlot,Corbin
Iven,Henrichon
Huon,Echeverri
Algernon,Chouinard
Élisabeth,Authier
Gauthier,Pépin
Fabienne,Piedalue
Luce,Lagueux
Favor,Patry
Thérèse,Guibord
Yolette,L'Anglais
Hamilton,Riel
Eulalie,Tougas
Peppin,Arpin
Émilie,Ratté
Turner,Picard
Percy,Ménard
Gaetan,Ricard
Josephe,Giroux
Lucas,Ouellet
Hilaire,Authier
Clothilde,Bussière
Ignace,Parmentier
Eugène,Berger
Raoul,Dennis
Pierrette,Labonté
Odo,Mainville
Montague,Laprise
Florence,Rousseau
Berangaria,Gendron
Aurélie,Laisné
Alice,Laforge
Florus,Quirion
Brier,Laux
Pauline,Lazure
Morgana,Laisné
Jean,Bousquet
Adèle,Dubé
Thérèse,Vadeboncoeur
Adorlee,Guérette
Parfait,Chabot
André,Brunault
Logistilla,Richard
Berangaria,Aucoin
Odo,Brousseau
Eliot,Paulet
Mallory,Lauzier
Caroline,Saindon
Prunella,Chauvin
Stéphanie,Arcouet
Vincent,Grandpré
Aubert,Phaneuf
Fanette,Therriault
Huette,Gamelin
Valentine,Croquetaigne
Cécile,Quiron
Yves,Guérette
Benoît,Dupuis
Namo,Lemieux
Bradamate,Saucier
Marguerite,Metivier
Juliette,Chevrette
Valentine,Bousquet
Fusberta,Marchesseault
Albertine,Lessard
Lotye,Proulx
Arnaude,Lauzier
Clementine,Arpin
Alacoque,Tardif
Andrée,Rhéaume
Laurent,Briard
Pinabel,Busque
Ermengardi,Arcouet
Brice,Coupart
Yves,Goulet
Nouel,Chastain
Dominique,Chastain
Saville,Bolduc
Joséphine,Gadbois
Gill,Bouchard
Germaine,Chnadonnet
Tearlach,Gendron
Orville,Daoust
Émile,Rochefort
Céline,Bienvenue
Daisi,Chevrette
Elita,St-Jacques
Vick,Monjeau
Dominic,Ricard
Musette,Jetté
Curtis,Ferland
Beaufort,Joly
Artus,Despins
Cloridan,Bourgeois
Vernon,Reault
Sargent,CinqMars
Forrest,Faucher
Quincy,Laberge
Archard,Charest
Gaspar,Richer
Xavierre,Grenier
Ray,Panetier
Trinette,Mathieu
Ermengardi,Dubeau
Ila,Breton
Millard,Croquetaigne
Slainie,Bonenfant
Guerin,Bédard
Demi,DuLin
Chandler,Grandbois
Algernon,Beaulac
Tearlach,Boisvert
Rive,Duperré
Étienne,Lacharité
Logistilla,Carrière
Latimer,Barteaux
Vernon,Gareau
Ranger,Gaulin
Beaufort,Bonneville
Eloise,Guay
Sacripant,Leclair
Elita,Cotuand
Crescent,Reault
Raoul,Labbé
Jeoffroi,Dumont
Granville,Bourgeois
Gauthier,Grandbois
Ernest,Pépin
Xarles,Doyon
Orlene,Royer
Laverne,Dufour
Barry,Lagrange
Bruce,Flamand
Oriel,Desnoyer
Astrid,Lacasse
Nicolas,Louineaux
Tristan,Langlois
Matilda,Bilodeau
Courtland,Mothé
Landers,Chenard
Loring,Pépin
Karlotta,Querry
Mireille,Lamare
Eustache,Sacré
Javier,Lafrenière
Daisi,Clavette
Capucine,Marcoux
Ansel,Plante
Telford,Marier
Auriville,Chenard
Aceline,Busque
Jules,Sauriol
David,Fresne
Carine,Meunier
Arridano,Phaneuf
Guillaume,Plaisance
Lucille,Tessier
Agathe,Pitre
Orva,Saindon
Élise,Meunier
Dominique,Lepage
Delmar,Berthelette
Mallory,Souplet
Anton,Barrientos
Cosette,Fréchette
Ogier,Davignon
Thibaut,Montminy
Orva,Plouffe
Varden,Duplanty
Cammile,Bouchard
Victorine,Therrien
Leal,Huot
Morgana,Laboissonnière
Leal,Allaire
Pomeroy,Roux
Donatien,Pelchat
Agate,Bourque
Gérard,Mousseau
Charles,Demers
Quincy,Couet
Vignette,"Des Meaux"
Adélaïde,Veronneau
Hugues,Rivard
Namo,Garreau
Tilly,Grignon
Simone,Lamour
Nanna,Chnadonnet
Cheney,Audet
Danielle,Brunault
Alphonse,Cuillerier
Aimée,Arcouet
Laetitia,Bérard
Émilie,Riel
Philip,Fortier
Ansel,Berthelette
Nouel,Babin
Virginie,Langlais
Esperanza,Bizier
Arlette,Rocher
Raina,Coupart
Percy,Bédard
Isabelle,Dandonneau
Fiacre,Clavette
Laverne,Laforge
Marshall,Audet
Burrell,Faure
Gaetan,Gousse
Nicholas,Boulé
Timothée,Bernier
Marcelle,Sansouci
Joy,Marcil
Marveille,Langelier
Xavier,Durepos
Joanna,Dufresne
Artus,Chevrette
Jay,Courcelle
Amélie,Jetté
Somer,Hervé
Tearlach,Saurel
Algernon,Villeneuve
Alain,Boisvert
Evrard,Allain
Christophe,Trépanier
Dominique,Joly
Clarice,LaGarde
Archaimbau,Paré
Monique,Duplanty
Edmee,Plourde
Clarimunda,Lavallée
"La Roux",Archambault
Étienne,Bureau
Alice,Lanteigne
Jesper,Labelle
Aubrey,Tisserand
Leala,Veilleux
Caroline,Beauchesne
Lowell,Gaillou
Frédéric,Clavet
Esmeraude,Bonneville
Vick,Bossé
Paulette,Ricard
Erembourg,DuLin
Magnolia,Bériault
Fauna,Côté
Aurore,Frappier
Thiery,Tougas
Satordi,Pelletier
Marsilius,Marquis
Catherine,Auberjonois
Eliot,Savard
Christelle,Course
Holly,Paradis
Odelette,Parent
Sydney,Sanschagrin
Olympia,Villeneuve
Renée,Duclos
Benoît,René
Patience,Bernard
Eliot,Lazure
Evrard,Sauvé
Timothée,Bergeron
Claudette,Pelletier
Saville,Bienvenue
Voleta,Begin
Troy,Boileau
Searlas,Rhéaume
Fabienne,Dufour
Adrienne,Audet
Ermengardi,Labonté
Aubert,Metivier
Fantina,Beaudry
Emmanuel,Morneau
Paige,Chauvet
Christophe,Givry
Jérôme,Bois
Annot,Huard
Honoré,Brousse
Suzette,Course
Montague,L'Anglais
Eliot,Mothé
Arienne,Lafontaine
Vincent,Longpré
Céline,Morneau
Quennel,Thériault
Armina,Laforest
Gaetan,Doyon
Elita,Compagnon
Bradamate,Lamour
Élisabeth,Côté
Florence,Carrière
Bevis,Dandonneau
Clarice,Charrette
Estelle,Gour
Raymond,Robitaille
Laetitia,Beaujolie
Legget,Bériault
Clothilde,Lavoie
Frédéric,Marier
Donat,Courtois
Varden,Barteaux
Bernard,Barrière
Clovis,Chaloux
Christophe,Bernier
Richard,Busque
Inès,Mailloux
Cosette,Paimboeuf
Cécile,Lampron
Alexandre,Lanctot
Linette,Bordeaux
Maurelle,Boucher
Richard,Tougas
Normand,Lavallée
Laurent,Goddu
Fusberta,Trudeau
Noémi,Plante
Maurice,Vallée
Karlotta,Boucher
Grégoire,Dupuy
Stéphanie,Leblanc
Leal,Fortin
Vignette,Desnoyers
Donat,Desrosiers
Claude,Monrency
Marine,Lereau
Searlas,Desrosiers
Isaac,Cinq-Mars
Mireille,Pitre
Fiacre,St-Jacques
Louise,Carignan
Slainie,Chastain
Faye,Leclair
Aubrey,Pelchat
Gabriel,Marcoux
Maurelle,Laprise
Mayhew,Langlois
Marlon,Quessy
Margaux,Mathieu
Clémence,Moïse
Cammile,Langelier
Rosamonde,Guibord
Maurice,Jardine
Jeanne,Levasseur
Laurent,Lambert
Prewitt,Duval
Laetitia,Tétrault
Eugène,Léveillé
Royden,Berthiaume
Vail,Patel
Théodore,Pouchard
Oriel,Lanctot
Thierry,Benoit
Dexter,Garnier
Auguste,Bériault
Somer,Vertefeuille
Pinabel,Lamoureux
Joseph,Authier
Jacques,L'Heureux
Grosvenor,Ménard
Pansy,Sabourin
Rosamonde,Richer
Travers,Boulanger
Dreux,Blanc
Searlait,Guibord
Aurélie,Laboissonnière
Vernon,Rousseau
Fayette,Simard
Camille,Beausoleil
Matthieu,Bélair
Aiglentina,Pelletier
Avice,Lanctot
Dielle,Course
Claude,Boncoeur
Fayme,Bilodeau
Donat,Couturier
Octave,Séguin
Neville,Lamare
Agrican,"De La Vergne"
Rosemarie,D'Avis
Natalie,Marois
Jean,Raymond
Peppin,Truchon
Sophie,Huard
Vincent,Henrichon
Francis,Dostie
Ernest,Bourget
Damiane,Grivois
Marshall,Bourassa
Prunella,Sauriol
Grosvenor,Vadnais
Carolos,Lanoie
Davet,Tessier
Varden,Croteau
Raina,Authier
Natalie,Jolicoeur
Audric,Lamare
Quennel,Houde
Merlin,Desforges
Thérèse,Casgrain
Marmion,Jodoin
Eloise,Huard
Bradamate,Arpin
Isaac,Giroux
Luce,Chrétien
Rosemarie,Berthelette
Sibyla,Simard
Raina,LaCaille
Ansel,Huot
Perrin,Douffet
Matilda,Monty
Florismart,Clavet
Zoé,Paulet
Gifford,Chauvin
Hortense,Chevrette
Louis,Souplet
Jolie,Gougeon
Noelle,Bondy
Pomeroy,Bourgeau
Hedvige,Piedalue
Sylvie,Mercure
Laetitia,Lécuyer
Demi,Favreau
Ancelina,Ménard
Karel,Ruel
Paulette,Pépin
Laverne,Vincent
Hugh,Lefèbvre
Aurore,Savoie
Natalie,Rouleau
Ila,Dodier
Adélaïde,Viens
Dominique,Mailloux
Slainie,Renaud
Latimer,LaGarde
Zurie,Racicot
Geoffrey,Salmons
Charlotte,Trépanier
Donatien,Metivier
Lothair,Gervais
Gilles,Collin
Ferrau,Allain
Amélie,Gaillou
Eleanor,Leroy
Honore,Jodion
Mayhew,Bois
Chantal,Moreau
Delit,Langlois
Blondelle,Harquin
Noémi,Crête
Théophile,Lafond
Agrican,Lemieux
Lucas,Charlebois
Aubrey,Majory
Esmeraude,Blondlot
Senior,Plouffe
Joseph,Binet
Avent,Sanschagrin
Gradasso,St-Jean
Marjolaine,Lampron
Gaspar,Bisaillon
Loyal,Migneault
Landers,Voisine
Belisarda,Gagnon
Patricia,Chartier
Cloridan,Lizotte
Josette,Barjavel
Minette,Bourque
Nadine,Perreault
Denise,Grivois
Patrick,Lagueux
Michel,Charest
Gano,Hughes
Zara,Louineaux
Ruby,Berger
Sébastien,Beaudouin
Jacques,Carrière
Amorette,Rochefort
Beltane,Boulanger
Kari,Lussier
Nathalie,Sanschagrin
Jeanette,Gaillard
Antoinette,Perreault
Pierre,Garcia
Valiant,Blais
Ranger,Marcoux
Methena,Bériault
Landers,Rocheleau
Belda,Fongemie
Jeannine,Abril
Audric,Mercier
Dalmace,Renaud
Seymour,Lagacé
Tanguy,Charbonneau
Jacques,Bazin
Artus,Lafrenière
Clovis,Beauchesne
Léon,DeGrasse
Jeannine,Piedalue
Paul,Pichette
Mirabelle,Denis
Vallis,Chatigny
Vernon,Clavet
Lotye,Larivière
Raymond,Goddu
Leone,Gadbois
Fifine,Lanoie
Adorlee,Brodeur
Aloin,Beausoleil
Hugh,Bilodeau
Orson,Blanchard
Donatien,Roux
Fifine,Mothé
Crescent,Brisette
Vernon,Garceau
Benjamin,Desrosiers
Annot,CinqMars
Dixie,Poulin
Blanchefle,Bellefeuille
Agramant,Moïse
Rosamonde,Achin
Colette,Bélanger
Leala,Mercier
Bernard,Davignon
Saville,Bossé
Guillaume,Sauvé
Frontino,Couture
Vail,Fortier
Donat,Doiron
Arthur,Rivard
Georges,Brunault
Arber,Breton
Marshall,Lemaître
Michèle,Fremont
Jolie,Beaujolie
Victor,Guédry
Leone,L'Heureux
Roux,Faure
Lucas,Généreux
Normand,Devost
Amabella,Bazinet
Pierpont,Doyon
Musette,Croquetaigne
Marc,Forest
Hedvige,Rhéaume
Aubert,Bler
Wyatt,Perrault
Roxanne,Arnoux
Mallory,Monrency
Paien,Dubois
Fayme,Rivard
Didiane,Rancourt
Patrick,Laprise
Tearlach,Villeneuve
Lowell,Panetier
Denis,Mothé
Olivier,Goddu
Linette,Lécuyer
Pansy,Camus
David,Courtois
Chandler,Dufour
Porter,Charpie
Frédéric,Faure
Eustache,Deschamps
Cheney,Harquin
Vivienne,Salmons
Estelle,Labrie
Lyle,Bonnet
Adélaïde,Bourgeois
Frédérique,Devoe
Jewel,Labelle
Bertrand,D'Aoust
Didier,Leclerc
Etoile,Lapierre
Langley,Jetté
Nicole,Jardine
Brier,Roux
Eloise,Généreux
Gustave,Gagné
Yolande,Gabriaux
Zerbino,Goguen
Arnaud,David
Frédérique,Desnoyer
Iven,Ruais
Ray,Bertrand
Dexter,Sauvé
Delmar,Cloutier
Warrane,Charlebois
Minette,Lesage
Fanette,Belisle
Arienne,Gregoire
Sylvie,Perrault
Jacqueline,Achin
Travers,Louineaux
Matilda,Compagnon
Zara,Henrichon
Flordelis,Sauriol
Denise,Roussel
Joseph,Mazuret
Yolande,Brousse
Mathilde,Coupart
Corinne,Raymond
Evrard,Truchon
Richard,Morneau
Fanette,Fecteau
Carole,Langelier
Durandana,Chalifour
Laurene,Thibault
Onfroi,Dupuis
Royce,Patry
Agramant,Lapointe
Élodie,Lévesque
Étienne,L'Anglais
Christabel,Desilets
Faustin,Moreau
Vaden,Généreux
Simone,Boisvert
Gérard,Courtois
Iven,Gingras
Jean,Cotuand
Sibyla,Joly
Luce,Labrie
Algernon,Ratté
Théodore,Senneville
Arnou,Labonté
Maureen,Proulx
Orson,Lapierre
Crescent,Latourelle
Russell,Dubé
Matilda,L'Angelier
Esperanza,Labrecque
Bellamy,Plante
Mayhew,Quessy
William,Boncoeur
Saville,Marleau
Gaetane,Huppé
Bartlett,Pépin
Arlette,Gamelin
Cerise,Joly
Merlin,Lemelin
Fleurette,Bourgeau
Eloise,Leclair
Turner,Rochon
Antoine,Blais
Fabienne,Lamothe
Éric,Mercure
Arianne,Chnadonnet
Linette,Beaujolie
Raoul,Gagné
Aubrey,Rodrigue
Gaetane,Drouin
Talbot,Parent
Frédéric,Joly
Rémy,Cartier
Landers,Gousse
Aimé,Beauchamps
Gay,Francoeur
France,Paimboeuf
Nouel,Houde
Rachelle,Charlesbois
Vick,Arsenault
Corette,Bureau
Kari,Brian
Constance,Guertin
Franck,Sarrazin
Élise,Gabriaux
Richard,Édouard
Loyal,Lavallée
Simone,Fresne
Aurélie,Allain
Rabican,Marleau
Gaston,Abril
Astrid,Généreux
Coralie,Frappier
Loyal,Laderoute
Georges,Houde
Mayhew,Desnoyer
Belda,Dodier
Aymon,"de Launay"
Erembourg,Devost
Rive,Vachon
Louise,Faure
Gay,Lereau
Benjamin,Rouze
Bayard,L'Heureux
Mireille,Lajeunesse
Aubert,Beaulé
Gaspar,Quirion
Laverne,Dumont
Véronique,Chaloux
Eustache,Labrosse
Arno,Jomphe
Alice,Lizotte
Arnou,Chesnay
Ferragus,Chabot
Aimée,Chnadonnet
Maurice,Coupart
Vick,Lampron
Amber,Miron
Lucille,Berthelette
Grégoire,Cartier
Huette,Fortin
Agrican,Maheu
Senior,Chenard
Morgana,Ménard
Marguerite,Thibault
Ermengardi,Fréchette
Marlon,Laderoute
Émile,Pinette
Alita,Lajeunesse
Ila,Gadbois
Logistilla,Tisserand
Albracca,Quinn
Valiant,Ayot
Christophe,Caya
Gaetane,Turgeon
Roux,Landry
Madelene,Norbert
Charlot,Labelle
Paien,Guimond
Jessamine,Beauchamp
Martin,Aucoin
Victorine,Couturier
Aubin,Givry
Norris,Faucher
Karlotta,Collin
Raoul,Ricard
Ferragus,Desforges
Antoinette,Lapierre
Belisarda,Gour
Blondelle,Simard
Montague,Robert
Eustache,Leroy
Neville,Josseaume
Étienne,Davignon
Richard,Duplessis
Eustache,Fortin
Marcel,Phaneuf
Bayard,Carrière
Daisi,Cousteau
Belisarda,Gabriaux
Saber,Laisné
Frédérique,Tardif
Jacqueline,Trudeau
Pauline,Gaudreau
Patrice,Bourgeois
Anton,Bonenfant
Christine,Bonsaint
Amarante,Bergeron
Aubin,Pitre
Sargent,Théberge
Virginie,Brodeur
Aimée,Charest
Paige,Mercier
Roslyn,Brousseau
Fabienne,Proulx
Fanchon,Garreau
Benoît,Bédard
Gilles,Rodrigue
Prewitt,Martineau
Merle,Savoie
Adrienne,Artois
Belle,Laforge
Clothilde,Robillard
Lotye,D'Aoust
France,Grimard
Océane,Bourgeau
Isaac,Perrault
Arber,Vachon
Luce,Auclair
Raymond,L'Anglais
Aurélie,Sanschagrin
Normand,Grondin
Yvette,Jardine
Ila,Sauvé
Aimée,Gamache
Olivier,Gamache
Merci,Arnoux
Agnès,Fluet
Tanguy,Nadeau
Gaspar,Truchon
Éléonore,Perreault
Sophie,Frappier
Arnaud,Laliberté
Pomeroy,Pichette
Charmaine,Sorel
Josette,Saindon
Azura,Despins
Peppin,Longpré
Chandler,Primeau
Henri,Bernard
Sargent,Jomphe
Bertrand,Belisle
Senapus,Bilodeau
Yolande,Fecteau
Brunella,Duhamel
Archaimbau,Hachée
Byron,Pichette
Travers,Charpentier
Ignace,Charpie
Mavise,Quinn
Yvette,Deschamps
Cheney,Racine
Tearlach,Abril
Namo,Pellerin
Eglantine,Fortin
Granville,Paiement
Amaury,Mireault
Belda,Pelletier
Burrell,Blais
Aloin,Berie
Théophile,Lampron
Aubine,Gregoire
Belle,Guertin
Maureen,Lessard
Arienne,Gauvin
Guerin,Dostie
Brice,Généreux
Burkett,Phaneuf
Aurélie,Mireault
Aya,Blanc
Sacripant,Plourde
Chapin,Allard
Dalmace,Labonté
Maslin,Langlais
Alexandrin,Abril
Émile,Saindon
Christian,Gagnon
Bernadette,Dubois
Ogier,Clavette
Fortun,Larivière
Odo,Fugère
Charlotte,LaGarde
Adorlee,Audibert
Mathilde,Lacroix
Yves,Pariseau
Dexter,Franchet
Rosamonde,Duhamel
Moore,Brousse
Agrican,Doyon
Pierpont,Pitre
Angelique,Perreault
Arnaude,Cotuand
Françoise,Josseaume
Aymon,Berthiaume
Telford,Grivois
Agnès,Norbert
Donatien,Chalifour
Felicien,Lemelin
Dixie,Bélanger
Arnaude,Dupont
Methena,Marseau
Diane,Grivois
Margaux,Trudeau
Methena,Beaujolie
Alaine,Laberge
Bruce,Cinq-Mars
Élise,Vadeboncoeur
Apolline,Marier
Guerin,Couet
Percy,Plante
Fitz,Demers
Vernon,Deslauriers
Paulette,Gabriaux
Somerville,Ayot
Julienne,Longpré
Merci,Dandonneau
Prewitt,Charpentier
Olivie,Varieur
Amabella,Sylvain
Arber,Létourneau
Burnell,Longpré
Granville,Beausoleil
Luc,Fontaine
Bevis,Duval
Roslyn,Gousse
Didiane,Marquis
Dalmace,Gadbois
Demi,Mathieu
Gérard,Garceau
Karel,Plouffe
Millard,Godin
Merlin,Huot
Mathilde,Poulin
Renée,Grondin
Parfait,René
Nathalie,Phaneuf
Mallory,Reault
Donatien,Josseaume
Byron,Chaussée
Caresse,Harquin
Julienne,Leclerc
Marine,Dodier
Amorette,Potvin
Aimée,Poulin
Susanne,Lauzier
Cerise,Collin
Gaetane,Thibault
Garland,Louineaux
Pierpont,Paulet
Gauthier,Laderoute
Ila,Brisebois
Harriette,Bonami
Lyle,Beaulé
Roland,Bernier
Blanche,Belisle
Orson,Petrie
Brunella,Auclair
Pénélope,Guimond
Orville,Neufville
Paige,Sorel
Loyal,Parent
André,Dubé
Pauline,Dionne
Lucas,Dennis
Ernest,Loiselle
Harcourt,Neufville
Javier,Desruisseaux
Gaston,D'Aubigné
Alexandrie,Pelchat
Telford,Allain
Marshall,Ricard
Zdenek,Poulin
Christine,Pouliotte
Zurie,Berthelette
Courtland,Paquin
Alphonsine,Robert
Lyle,Saucier
Curtis,Vertefeuille
Laurence,Berthiaume
Archard,Barrientos
Leverett,Sauriol
Albracca,Veronneau
Fusberta,Bussière
Andrée,Paimboeuf
Hamilton,Marleau
Edmee,Saindon
Aubine,Fréchette
Bruno,Paulet
Somerville,Deniger
Belda,Carignan
Turner,Lépicier
Georges,Binet
Fabien,Marleau
Saville,Leroux
Merlin,Jetté
Laurence,Ménard
Juliette,Varieur
Yolande,Paradis
Gustave,Rancourt
Esmeraude,Boileau
France,Durepos
Donat,Daigle
Allyriane,Deslauriers
Platt,Lamare
Gallia,Desroches
Channing,Beauchemin
Auriville,Lanoie
Eustache,Lapresse
Honoré,Guertin
Jesper,Compagnon
Varden,René
Delmar,Rocheleau
Yolande,Quiron
Catherine,Moquin
Leala,Turgeon
